970,Kabir Ali,93,
971,Andrew Strauss,"4,205",
972,Geraint Jones,815,
973,Sajid Mahmood,85,
974,Alex Wharf,19,
975,Ian Bell,"5,416",
976,Kevin Pietersen,"4,422",
977,Simon Jones,1,
978,Matt Prior,"1,282",
979,Jon Lewis,50,
980,Chris Tremlett,50,
981,Liam Plunkett,584,
982,Glen Chapple,14,
983,Jamie Dalrymple,487,
984,Ed Joyce,471,
985,Tim Bresnan,871,
986,Alex Loudon,0,
987,Alastair Cook,"3,204",
988,Stuart Broad,529,
989,Michael Yardy,326,
990,Paul Nixon,297,
991,Monty Panesar,26,
992,Mal Loye,142,
993,Ravi Bopara,"2,695",
994,Dimitri Mascarenhas,245,
995,Luke Wright,707,
996,Phil Mustard,233,
997,Tim Ambrose,10,
998,Samit Patel,482,
999,Eoin Morgan,"6,233",
1000,Joe Denly,293,
1001,Adil Rashid,543,
1002,Jonathan Trott,"2,819",
1003,Graham Onions,1,
1004,Steven Davies,244,
1005,Craig Kieswetter,"1,054",
1006,James Tredwell,163,
1007,Ajmal Shahzad,39,
1008,Chris Woakes,"1,052",
1009,Steven Finn,136,
1010,Jade Dernbach,19,
1011,Scott Borthwick,18,
1012,Ben Stokes,"2,217",
1013,James Taylor,887,
1014,Jonny Bairstow,"2,329",
1015,Stuart Meaker,2,
1016,Danny Briggs,–,
1017,Jos Buttler,"3,531",
1018,Joe Root,"5,300",
1019,Gary Ballance,297,
1020,Michael Carberry,114,
1021,Boyd Rankin,5,
1022,Chris Jordan,169,
1023,Moeen Ali,"1,691",
1024,Michael Lumb,165,
1025,Stephen Parry,–,
1026,Harry Gurney,15,
1027,Alex Hales,"2,419",
1028,Zafar Ansari,–,
1029,Jason Roy,"2,938",
1030,James Vince,225,
1031,David Willey,279,
1032,Mark Wood,45,
1033,Sam Billings,271,
1034,Reece Topley,7,
1035,Liam Dawson,14,
1036,Jake Ball,38,
1037,Ben Duckett,123,
1038,Toby Roland-Jones,37,
1039,Tom Curran,178,
1040,Craig Overton,–,
1041,Sam Curran,17,
1042,Olly Stone,9,
1043,Jofra Archer,–,
1044,Ben Foakes,61,
1045,Dawid Malan,24,
1046,Afzaal Haider,4,
1047,Manoj Cheruparambil,–,
1048,Alexander French,1,
1049,Ilyas Gul,4,
1050,Khalid Khan,3,
1051,Sher Lama,–,
1052,Roy Lamsam,–,
1053,Najeeb Amar,3,
1054,Rahul Sharma,–,
1055,Tim Smart,–,
1056,Tabarak Dar,–,
1057,Nadeem Ahmed,4/26,
1058,James Atkinson,–,
1059,Hussain Butt,–,
1060,Irfan Ahmed,3/51,
1061,Courtney Kruger,–,
1062,Munir Dar,–,
1063,Skhawat Ali,–,
1064,Zain Abbas,1/56,
1065,Ankur Vasishta,–,
1066,Babar Hayat,–,
1067,Ehsan Nawaz,4/47,
1068,Haseeb Amjad,26.18,
1069,Nizakat Khan,1/11,
1070,Tanwir Afzal,3/20,
1071,Waqas Barkat,–,
1072,Aizaz Khan,2/26,
1073,Anshuman Rath,3/22,
1074,Kinchit Shah,4/10,
1075,Christopher Carter,–,
1076,Mark Chapman,–,
1077,Waqas Khan,–,
1078,Ehsan Khan,4/33,
1079,Shahid Wasif,–,
1080,Tanveer Ahmed,41.60,
1081,Kyle Christie,–,
1082,Cameron McAuslan,–,
1083,Scott McKechnie,–,
1084,Simandeep Singh,–,
1085,Andre Botha,666,
1086,Jeremy Bray,401,
1087,Peter Gillespie,2,
1088,Trent Johnston,743,
1089,Dominick Joyce,29,
1090,Dave Langford-Smith,142,
1091,Kyle McCallan,361,
1092,John Mooney,951,
1093,Paul Mooney,12,
1094,Kevin O'Brien,"3,444",
1095,Andrew White,776,
1096,Eoin Morgan,744,
1097,Niall O'Brien,"2,581",
1098,William Porterfield,"3,962",
1099,Kenny Carroll,70,
1100,Boyd Rankin,80,
1101,Thinus Fourie,42,
1102,Roger Whelan,5,
1103,Gary Wilson,"2,072",
1104,Alex Cusack,745,
1105,Gary Kidd,15,
1106,Reinhardt Strydom,83,
1107,Greg Thompson,2,
1108,Peter Connell,40,
1109,Phil Eaglestone,4,
1110,Ryan Haire,56,
1111,Andrew Poynter,255,
1112,Paul Stirling,"3,897",
1113,Regan West,61,
1114,Andrew Britton,–,
1115,George Dockrell,579,
1116,James Hall,28,
1117,Nigel Jones,74,
1118,Rory McCann,44,
1119,Andrew Balbirnie,"1,698",
1120,Albert van der Merwe,15,
1121,Ed Joyce,"2,151",
1122,Tim Murtagh,186,
1123,James Shannon,2,
1124,Max Sorensen,125,
1125,Eddie Richardson,12,
1126,Stuart Thompson,228,
1127,John Anderson,151,
1128,Andy McBrine,255,
1129,Stuart Poynter,185,
1130,Craig Young,20,
1131,Graeme McCarter,1,
1132,Peter Chase,35,
1133,Barry McCarthy,110,
1134,Sean Terry,32,
1135,Jacob Mulder,15,
1136, Simi Singh,193,
1137,James McCollum,17,
1138,James Cameron-Dow,7,
1139,Mark Adair,93,
1140,Joshua Little,9,
1141,Lorcan Tucker,7,
1142,Rajab Ali,7,
1143,Dipak Chudasama,434,
1144,Aasif Karim,228,
1145,Hitesh Modi,1109,
1146,Thomas Odoyo,2366,
1147,Edward Odumbe,61,
1148,Maurice Odumbe,1409,
1149,Kennedy Otieno,2016,
1150,Martin Suji,247,
1151,David Tikolo,36,
1152,Steve Tikolo,3369,
1153,Tariq Iqbal,17,
1154,Lameck Onyango,144,
1155,Sandeep Gupta,121,
1156,Tony Suji,506,
1157,Mohammad Sheikh,68,
1158,Alpesh Vadher,278,
1159,Joseph Angara,23,
1160,Ravindu Shah,1506,
1161,Jimmy Kamande,1055,
1162,Josephat Ababu,29,
1163,Peter Ongondo,391,
1164,Collins Obuya,2044,
1165,David Obuya,1355,
1166,Brijal Patel,360,
1167,Alfred Luseno,34,
1168,Rageb Aga,150,
1169,Morris Ouma,1501,
1170,Malhar Patel,40,
1171,Tanmay Mishra,1128,
1172,Nehemiah Odhiambo,528,
1173,Kalpesh Patel,1,
1174,Hiren Varaiya,252,
1175,Alex Obanda,1306,
1176,Elijah Otieno,49,
1177,Rakep Patel,621,
1178,Rajesh Bhudia,122,
1179,Seren Waters,419,
1180,Shem Ngoche,68,
1181,Nelson Odhiambo,56,
1182,James Ngoche,35,
1183,Francis Otieno,16,
1184,Dominic Wesonga,61,
1185,Duncan Allan,71,
1186,Runish Gudhka,17,
1187,Irfan Karim,396,
1188,Lucas Oluoch,6,
1189,Emmanuel Bundi,–,
1190,Dhiren Gondaria,7,
1191,Gurdeep Singh,1,
1192,Jan-Berrie Burger,199,
1193,Louis Burger,11,
1194,Morné Karg,45,
1195,Danie Keulder,132,
1196,Björn Kotzé,27,
1197,Deon Kotzé,82,
1198,Lennie Louw,–,
1199,Bryan Murgatroyd,90,
1200,Gerrie Snyman,5,
1201,Stephan Swanepoel,43,
1202,Riaan Walters,0,
1203,Melt van Schoor,58,
1204,Rudie van Vuuren,26,
1205,Sarel Burger,11,
1206,Burton van Rooi,26,
1207,Stephan Baard,13,
1208,Karl Birkenstock,61,
1209,Gerhard Erasmus,16,
1210,Jan Frylinck,16,
1211,Zane Green,38,
1212,JP Kotze,23,
1213,Bernard Scholtz,–,
1214,JJ Smit,29,
1215,Christi Viljoen,17,
1216,Craig Williams,8,
1217,Pikky Ya France,–,
1218, Aarif Sheikh,94,
1219,Dipendra Singh Airee,108,
1220,Shakti Gauchan,9,
1221,Karan KC,21,
1222,Paras Khadka,235,
1223,Sandeep Lamichhane,40,
1224,Gyanendra Malla,143,
1225,Basanta Regmi,13,
1226,Anil Sah,25,
1227, Sompal Kami,146,
1228,Sharad Vesawkar,4,
1229,Lalit Bhandari,4,
1230,Subash Khakurel,69,
1231,Rohit Paudel,86,
1232, Sagar Pun,3,
1233,Binod Bhandari,35,
1234,Lalit Rajbanshi,5,
1235,Pawan Sarraf,12,
1236,Sundeep Jora,19,
1237,Flavian Aponso,120,
1238,Paul-Jan Bakker,1,
1239,Peter Cantrell,160,
1240,Nolan Clarke,50,
1241,Tim de Leede,400,
1242,Eric Gouka,19,
1243,Roland Lefebvre,171,
1244,Steven Lubbers,24,
1245,Marcelis Schewe,49,
1246,Klaas-Jan van Noortwijk,322,
1247,Bastiaan Zuiderent,"1,097",
1248,Floris Jansen,–,
1249,Robert van Oosterom,7,
1250, Adeel Raja,28,
1251,Jacob-Jan Esmeijer,10,
1252,Victor Grandia,0,
1253,Edgar Schiferli,161,
1254,Reinout Scholte,39,
1255,Daan van Bunge,633,
1256,Luuk van Troost,284,
1257,Feiko Kloppenburg,165,
1258,Hendrik-Jan Mol,67,
1259,Jeroen Smits,169,
1260,Nick Statham,7,
1261,Peter Borren,"1,004",
1262,Alexei Kervezee,924,
1263, Mohammad Kashif,1,
1264,Darron Reekers,481,
1265,Billy Stelling,180,
1266,Ryan ten Doeschate,"1,541",
1267,Pieter Seelaar,123,
1268,Eric Szwarczynski,"1,102",
1269,Tom de Grooth,480,
1270,Mark Jonkman,59,
1271,Maurits van Nierop,35,
1272, Mudassar Bukhari,516,
1273,Atse Buurman,140,
1274,Geert-Maarten Mol,25,
1275,Mangesh Panchal,–,
1276,Maurits Jonkman,20,
1277,Lesley Stokkers,15,
1278,Ruud Nijman,–,
1279,Tim Gruijters,68,
1280,Tom Cooper,976,
1281,Wesley Barresi,866,
1282,Bradley Kruger,32,
1283,Bernard Loots,16,
1284,Tom Heggelman,27,
1285,Berend Westdijk,1,
1286,Neil Kruger,39,
1287,Michael Swart,197,
1288,Ahsan Malik,14,
1289,Vinoo Tewarie,4,
1290,Stephan Myburgh,294,
1291,Wilfred Diepeveen,6,
1292,Timm van der Gugten,4,
1293,Paul van Meekeren,30,
1294,Michael Rippon,71,
1295,Ben Cooper,116,
1296,Vivian Kingma,–,
1297,Bas de Leede,30,
1298,Scott Edwards,27,
1299,Fred Klaassen,24,
1300,Shane Snater,22,
1301,Daniel ter Braak,40,
1302,Mark Burgess,20,
1303,Richard Collinge,9,
1304,Peter Coman,3,
1305,Bevan Congdon,9,
1306,Dayle Hadlee,7,
1307,Richard Hadlee,98,
1308,Brian Hastings,9,
1309,Hedley Howarth,5,
1310,Glenn Turner,40,
1311,Graham Vivian,1,
1312,Ken Wadsworth,10,
1313,Vic Pollard,2,
1314,Rodney Redmond,1,
1315,Bruce Taylor,1,
1316,Lance Cairns,65,
1317,David O'Sullivan,2,
1318,John Parker,20,
1319,Barry Hadlee,2,
1320,Geoff Howarth,65,
1321,John Morrison,15,
1322,Brian McKechnie,8,
1323,Graham Edwards,6,
1324,Robert Anderson,2,
1325,Norman Parker,1,
1326,Andrew Roberts,1,
1327,Gary Troup,12,
1328,Stephen Boock,7,
1329,John Wright,148,
1330,Brendon Bracewell,1,
1331,Bruce Edgar,64,
1332,Jeremy Coney,80,
1333,Warren Lees,24,
1334,Warren Stott,-,
1335,Ewen Chatfield,48,
1336,Paul McEwan,15,
1337,John Fulton Reid,24,
1338,Martin Snedden,54,
1339,Ian Smith,77,
1340,Gary Robertson,6,
1341,Martin Crowe,140,
1342,Bruce Blair,14,
1343,Jeff Crowe,71,
1344,Peter Webb,5,
1345,Richard Webb,1,
1346,Trevor Franklin,3,
1347,John Bracewell,43,
1348,Derek Stirling,5,
1349,Evan Gray,7,
1350,Ron Hart,1,
1351,Ken Rutherford,115,
1352,Ervin McSweeney,14,
1353,Stu Gillespie,11,
1354,Tony Blain,38,
1355,Willie Watson,24,
1356,Phil Horne,4,
1357,Dipak Patel,63,
1358,Andrew Jones,87,
1359,Danny Morrison,43,
1360,Vaughan Brown,3,
1361,Mark Greatbatch,83,
1362,Chris Kuggeleijn,11,
1363,Richard Reid,9,
1364,Robert Vance,8,
1365,Gavin Larsen,70,
1366,Stu Roberts,1,
1367,Shane Thomson,52,
1368,Jonathan Millmow,1,
1369,Mark Priest,14,
1370,Chris Pringle,41,
1371,David White,3,
1372,Grant Bradburn,10,
1373,Chris Harris,213,
1374,Richard Petrie,8,
1375,Rod Latham,33,
1376,Bryan Young,73,
1377,Chris Cairns,192,
1378,Murphy Su'a,7,
1379,Simon Doull,27,
1380,Dion Nash,53,
1381,Adam Parore,161,
1382,Blair Hartland,16,
1383,Justin Vaughan,16,
1384,Mark Haslam,1,
1385,Michael Owens,1,
1386,Jeff Wilson,6,
1387,Richard de Groen,8,
1388,Matthew Hart,8,
1389,Stephen Fleming,268,
1390,Mark Douglas,6,
1391,Heath Davis,6,
1392,Darrin Murray,1,
1393,Lee Germon,31,
1394,Nathan Astle,217,
1395,Roydon Hayes,1,
1396,Roger Twose,81,
1397,Craig Spearman,50,
1398,Robert Kennedy,4,
1399,Geoff Allott,11,
1400,Matthew Horne,48,
1401,Daniel Vettori,183,
1402,Andrew Penn,3,
1403,Craig McMillan,183,
1404,Shayne O'Connor,13,
1405,Llorne Howell,12,
1406,Paul Wiseman,7,
1407,Mark Bailey,-,
1408,Matthew Bell,7,
1409,Alex Tait,5,
1410,Chris Drum,2,
1411,Carl Bulfin,2,
1412,Scott Styris,161,
1413,Warren Wisneski,2,
1414,Mathew Sinclair,50,
1415,Chris Nevin,36,
1416,Glen Sulzberger,2,
1417,Daryl Tuffey,52,
1418,Brooke Walker,7,
1419,James Franklin,80,
1420,Chris Martin,7,
1421,Jacob Oram,116,
1422,Lou Vincent,99,
1423,Andre Adams,34,
1424,Kyle Mills,101,
1425,Shane Bond,40,
1426,Mark Richardson,4,
1427,Brendon McCullum,228,
1428,Ian Butler,13,
1429,Robbie Hart,1,
1430,Paul Hitchcock,7,
1431,Craig Cumming,13,
1432,Richard Jones,5,
1433,Hamish Marshall,62,
1434,Michael Mason,7,
1435,Matthew Walker,1,
1436,Kerry Walmsley,-,
1437,Tama Canning,4,
1438,Michael Papps,6,
1439,Gareth Hopkins,17,
1440,Peter Fulton,46,
1441,James Marshall,10,
1442,Lance Hamilton,2,
1443,Jeetan Patel,15,
1444,Jamie How,37,
1445,Ross Taylor,203,
1446,Mark Gillespie,14,
1447,Jesse Ryder,42,
1448,Iain O'Brien,2,
1449,Daniel Flynn,17,
1450,Tim Southee,84,
1451,Grant Elliott,69,
1452,Neil Broom,39,
1453,Martin Guptill,166,
1454,Brendon Diamanti,1,
1455,Peter McGlashan,2,
1456,Ewen Thompson,-,
1457,Nathan McCullum,62,
1458,Aaron Redmond,6,
1459,Peter Ingram,7,
1460,Andy McKay,10,
1461,Shanan Stewart,4,
1462,Kane Williamson,133,
1463,BJ Watling,25,
1464,Hamish Bennett,7,
1465,Luke Woodcock,2,
1466,Doug Bracewell,12,
1467,Rob Nicol,21,
1468,Graeme Aldridge,-,
1469,Dean Brownlie,15,
1470,Andrew Ellis,5,
1471,Tom Latham,79,
1472,Tarun Nethula,3,
1473,Michael Bates,1,
1474,Colin de Grandhomme,21,
1475,Trent Boult,35,
1476,Adam Milne,17,
1477,Mitchell McClenaghan,14,
1478,James Neesham,42,
1479,Colin Munro,47,
1480,Hamish Rutherford,4,
1481,Luke Ronchi,66,
1482,Corey Anderson,45,
1483,Anton Devcich,11,
1484,Matt Henry,16,
1485,Mitchell Santner,46,
1486,Ben Wheeler,4,
1487,Andrew Mathieson,1,
1488,Ish Sodhi,12,
1489,George Worker,10,
1490,Henry Nicholls,39,
1491,Lockie Ferguson,13,
1492,Scott Kuggeleijn,1,
1493,Seth Rance,-,
1494,Todd Astle,5,
1495,Mark Chapman,3,
1496,Tim Seifert,2,
1497, Aqib Ilyas,11,
1498, Bilal Khan,0,
1499, Fayyaz Butt,1,
1500, Jatinder Singh,0,
1501, Kaleemullah,0,
1502, Khawar Ali,3,
1503, Khurram Nawaz,17,
1504, Mohammad Nadeem,5,
1505, Sandeep Goud,0,
1506, Suraj Kumar,27,
1507, Zeeshan Maqsood,12,
1508,Asif Iqbal,8,
1509,Asif Masood,3,
1510,Intikhab Alam,2,
1511,Majid Khan,22,
1512,Mushtaq Mohammad,9,
1513,Nasim-ul-Ghani,1,
1514,Sadiq Mohammad,19,
1515,Saleem Altaf,2,
1516,Sarfraz Nawaz,31,
1517,Wasim Bari,26,
1518,Wasim Raja,45,
1519,Imran Khan,151,
1520,Zaheer Abbas,60,
1521,Naseer Malik,1,
1522,Javed Miandad,218,
1523,Pervez Mir,3,
1524,Mohsin Khan,75,
1525,Aamer Hameed,-,
1526,Hasan Jamil,5,
1527,Liaqat Ali,1,
1528,Mudassar Nazar,115,
1529,Shafiq Ahmed,3,
1530,Haroon Rasheed,10,
1531,Iqbal Qasim,7,
1532,Sikander Bakht,11,
1533,Arshad Pervez,2,
1534,Naeem Ahmed,1,
1535,Azmat Rana,2,
1536,Mansoor Akhtar,35,
1537,Mohammad Nazir,3,
1538,Taslim Arif,2,
1539,Ashraf Ali,9,
1540,Ijaz Faqih,19,
1541,Rashid Khan,15,
1542,Saleem Pervez,1,
1543,Tahir Naqqash,23,
1544,Rizwan-uz-Zaman,3,
1545,Saleem Malik,256,
1546,Jalal-ud-din,2,
1547,Saleem Yousuf,62,
1548,Tauseef Ahmed,25,
1549,Shahid Mahboob,6,
1550,Abdul Qadir,68,
1551,Azeem Hafeez,10,
1552,Qasim Umar,31,
1553,Saadat Ali,7,
1554,Anil Dalpat,10,
1555,Naved Anjum,12,
1556,Manzoor Elahi,46,
1557,Sajid Ali,12,
1558,Zakir Khan,5,
1559,Shoaib Mohammad,58,
1560,Wasim Akram,280,
1561,Mohsin Kamal,6,
1562,Masood Iqbal,1,
1563,Rameez Raja,197,
1564,Zulqarnain Zaidi,6,
1565,Saleem Jaffar,13,
1566,Asif Mujtaba,55,
1567,Ijaz Ahmed,232,
1568,Younis Ahmed,2,
1569,Zahid Ahmed,2,
1570,Shakeel Khan,1,
1571,Haafiz Shahid,3,
1572,Aamer Malik,23,
1573,Moin-ul-Atiq,5,
1574,Aaqib Javed,51,
1575,Saeed Anwar,244,
1576,Mushtaq Ahmed,76,
1577,Shahid Saeed,10,
1578,Waqar Younis,139,
1579,Sohail Fazal,2,
1580,Akram Raza,25,
1581,Maqsood Rana,1,
1582,Nadeem Ghauri,3,
1583,Sajjad Akbar,1,
1584,Mansoor Rana,2,
1585,Zahid Fazal,18,
1586,Moin Khan,183,
1587,Aamer Sohail,155,
1588,Inzamam-ul-Haq,348,
1589,Iqbal Sikander,1,
1590,Wasim Haider,2,
1591,Tanvir Mehdi,1,
1592,Rashid Latif,117,
1593,Ata-ur-Rehman,13,
1594,Arshad Khan,29,
1595,Ghulam Ali,3,
1596,Basit Ali,43,
1597,Aamer Nazir,3,
1598,Nadeem Khan,1,
1599,Aamer Hanif,4,
1600,Irfan Bhatti,0,
1601,Ashfaq Ahmed,0,
1602,Kabir Khan,5,
1603,"Shakeel Ahmed, Jr.",2,
1604,Naeem Ashraf,2,
1605,Zafar Iqbal,6,
1606,Javed Qadeer,1,
1607,Mahmood Hamid,1,
1608,Mohammad Akram,9,
1609,Saleem Elahi,47,
1610,Saqlain Mushtaq,98,
1611,Saeed Azad,4,
1612,Shadab Kabir,3,
1613,Shahid Anwar,1,
1614,Shahid Nazir,8,
1615,Azhar Mahmood,110,
1616,Shahid Afridi,369,
1617,Hasan Raza,13,
1618,Abdul Razzaq,228,
1619,Azam Khan,5,
1620,Zahoor Elahi,14,
1621,Mohammad Wasim,25,
1622,Mohammad Zahid,4,
1623,Mujahid Jamshed,3,
1624,Ijaz Ahmed jnr,1,
1625,Mohammad Hussain,12,
1626,Akhtar Sarfraz,4,
1627,Manzoor Akhtar,4,
1628,Fazl-e-Akbar,1,
1629,Mohammad Yousuf,273,
1630,Shoaib Akhtar,84,
1631,Asif Mahmood,2,
1632,Wajahatullah Wasti,15,
1633,Imran Nazir,79,
1634,Shabbir Ahmed,11,
1635,Shoaib Malik,255,
1636,Imran Abbas,2,
1637,Yasir Arafat,8,
1638,Younus Khan,254,
1639,Faisal Iqbal,16,
1640,Irfan Fazil,1,
1641,Atiq-uz-Zaman,3,
1642,Imran Farhat,58,
1643,Humayun Farhat,3,
1644,Mohammad Sami,46,
1645,Kashif Raza,1,
1646,Taufeeq Umar,22,
1647,Danish Kaneria,10,
1648,Naved Latif,11,
1649,Misbah-ul-Haq,149,
1650,Kamran Akmal,138,
1651,Mohammad Hafeez,208,
1652,Umar Gul,65,
1653,Rana Naved-ul-Hasan,51,
1654,Yasir Hameed,56,
1655,Faisal Athar,1,
1656,Junaid Zia,2,
1657,Salman Butt,60,
1658,Bazid Khan,5,
1659,Iftikhar Anjum,34,
1660,Mohammad Khalil,1,
1661,Mohammad Asif,11,
1662,Abdur Rehman,23,
1663,Fawad Alam,36,
1664,Najaf Shah,1,
1665,Sohail Tanvir,40,
1666,Sarfaraz Ahmed,80,
1667,Nasir Jamshed,48,
1668,Samiullah Khan,0,
1669,Kamran Hussain,1,
1670,Khalid Latif,5,
1671,Sohail Khan,6,
1672,Abdur Rauf,0,
1673,Khurram Manzoor,7,
1674,Rizwan Ahmed,0,
1675,Wahab Riaz,56,
1676,Naumanullah,1,
1677,Mansoor Amjad,1,
1678,Saeed Ajmal,70,
1679,Ahmed Shehzad,81,
1680,Mohammad Amir,27,
1681,Umar Akmal,110,
1682,Shahzaib Hasan,3,
1683,Umar Amin,16,
1684,Asad Shafiq,58,
1685,Mohammad Irfan,33,
1686,Zulqarnain Haider,4,
1687,Hammad Azam,7,
1688,Junaid Khan,31,
1689,Mohammad Salman,3,
1690,Tanvir Ahmed,1,
1691,Usman Salahuddin,2,
1692,Azhar Ali,53,
1693,Adnan Akmal,4,
1694,Aizaz Cheema,6,
1695,Yasir Shah,13,
1696,Rahat Ali,7,
1697,Ehsan Adil,4,
1698,Asad Ali,2,
1699,Haris Sohail,33,
1700,Sohaib Maqsood,24,
1701,Anwar Ali,16,
1702,Bilawal Bhatti,7,
1703,Sharjeel Khan,25,
1704,Mohammad Talha,1,
1705,Zulfiqar Babar,5,
1706,Raza Hasan,1,
1707,Mohammad Rizwan,28,
1708,Saad Nasim,3,
1709,Sami Aslam,4,
1710,Babar Azam,62,
1711,Imad Wasim,33,
1712,Aamer Yamin,3,
1713,Bilal Asif,3,
1714,Iftikhar Ahmed,2,
1715,Zafar Gohar,1,
1716,Hasan Ali,26,
1717,Mohammad Nawaz,12,
1718,Shadab Khan,16,
1719,Fakhar Zaman,36,
1720,Faheem Ashraf,15,
1721,Rumman Raees,4,
1722,Imam-ul-Haq,28,
1723,Usman Shinwari,4,
1724,Asif Ali,12,
1725,Shaheen Afridi,6,
1726,Hussain Talat,1,
1727,Mohammad Abbas,-,
1728,Shan Masood,5,
1729,Mohammad Hasnain,2,
1730,Abid Ali,3,
1731,Saad Ali,2,
1732,Charles Amini,126,
1733,Chris Amini,3,
1734,Mahuru Dai,454,
1735,Willie Gavera,4,
1736,Geraint Jones,47,
1737,Vani Morea,313,
1738,Pipi Raho,–,
1739,Lega Siaka,352,
1740,Tony Ura,523,
1741,Assad Vala,383,
1742,Jack Vare,81,
1743,Norman Vanua,178,
1744,Dogodo Bau,170,
1745,Sese Bau,342,
1746,Hiri Hiri,26,
1747,Chad Soper,172,
1748,John Reva,62,
1749,Alei Nao,85,
1750,Nosaina Pokana,9,
1751,Kiplin Doriga,139,
1752,Damien Ravu,6,
1753,Jason Kila,34,
1754,Simon Atai,–,
1755,Michael Allingham,11,
1756, Asim Butt,23,
1757,John Blain,284,
1758,James Brinkley,52,
1759,Alec Davies,83,
1760,Nick Dyer,3,
1761,Gavin Hamilton,"1,231",
1762,Bruce Patterson,10,
1763,Ian Philip,20,
1764,George Salmond,57,
1765,Mike Smith,19,
1766,Ian Stanger,50,
1767,Greig Williamson,11,
1768,Paul Hoffmann,85,
1769,Dougie Lockhart,218,
1770,Ross Lyons,90,
1771,Neil McCallum,"1,002",
1772,Neil MacRae,10,
1773,Dewald Nel,31,
1774,Colin Smith,432,
1775,Ryan Watson,956,
1776,Dougie Brown,220,
1777,Omer Hussain,63,
1778,Navdeep Poonia,237,
1779,Craig Wright,240,
1780,Fraser Watts,974,
1781,Glenn Rogers,81,
1782,Majid Haq,566,
1783,Gordon Drummond,240,
1784,Richie Berrington,"1,630",
1785,Gordon Goudie,80,
1786,Qasim Sheikh,63,
1787,Kyle Coetzer,"2,082",
1788,Calum MacLeod,1954,
1789,Moneeb Iqbal,192,
1790,Jan Stander,44,
1791,Stuart Chalmers,9,
1792,Alasdair Evans,95,
1793,Marc Petrie,3,
1794,Josh Davey,471,
1795,Gregor Maiden,84,
1796,Preston Mommsen,"1,115",
1797,Matthew Parker,59,
1798,Ollie Hairs,68,
1799,Ryan Flannigan,0,
1800,Safyaan Sharif,224,
1801,Craig Wallace,366,
1802,Matt Machan,734,
1803,David Murphy,58,
1804,Iain Wardlaw,21,
1805,Robert Taylor,154,
1806,Neil Carter,0,
1807,Freddie Coleman,211,
1808,Hamish Gardiner,262,
1809,Matthew Cross,952,
1810,Michael Leask,443,
1811,Bradley Wheal,16,
1812,Con de Lange,123,
1813,Ruaidhri Smith,10,
1814,Chris Sole,16,
1815,Mark Watt,138,
1816,George Munsey,470,
1817,Stuart Whittingham,6,
1818,Michael Jones,194,
1819,Tom Sole,37,
1820,Scott Cameron,9,
1821,Dylan Budge,11,
1822,Jimmy Cook,4,
1823,Allan Donald,40,
1824,Andrew Hudson,88,
1825,Peter Kirsten,40,
1826,Adrian Kuiper,23,
1827,Brian McMillan,52,
1828,Clive Rice,2,
1829,Dave Richardson,77,
1830,Tim Shaw,6,
1831,Richard Snell,28,
1832,Kepler Wessels,54,
1833,Clive Eksteen,2,
1834,Craig Matthews,22,
1835,Mandy Yachad,1,
1836,Hansie Cronje,175,
1837,Meyrick Pringle,8,
1838,Jonty Rhodes,220,
1839,Tertius Bosch,-,
1840,Omar Henry,3,
1841,Mark Rushmere,4,
1842,Corrie van Zyl,2,
1843,Dave Callaghan,25,
1844,Fanie de Villiers,36,
1845,Brett Schultz,-,
1846,Daryll Cullinan,133,
1847,Errol Stewart,6,
1848,Pat Symcox,54,
1849,Gary Kirsten,185,
1850,Dave Rundle,2,
1851,Eric Simons,18,
1852,Derek Crookes,23,
1853,Michael Rindel,22,
1854,Steven Jack,2,
1855,Nicky Boje,69,
1856,Gerhardus Liebenberg,4,
1857,Rudi Steyn,1,
1858,Paul Adams,9,
1859,Jacques Kallis,309,
1860,Shaun Pollock,196,
1861,Lance Klusener,137,
1862,Steve Palframan,4,
1863,Herschelle Gibbs,240,
1864,Rudi Bryson,4,
1865,Adam Bacher,13,
1866,Louis Koen,5,
1867,Mark Boucher,167,
1868,Makhaya Ntini,46,
1869,Steve Elworthy,16,
1870,Roger Telemachus,15,
1871,Nantie Hayward,5,
1872,Dale Benkenstein,20,
1873,Alan Dawson,7,
1874,Henry Williams,2,
1875,Andrew Hall,56,
1876,Victor Mpitsang,1,
1877,Boeta Dippenaar,89,
1878,Pieter Strydom,8,
1879,David Terbrugge,2,
1880,Neil McKenzie,55,
1881,Charl Willoughby,2,
1882,Nic Pothas,1,
1883,Shafiek Abrahams,1,
1884,Justin Kemp,60,
1885,Justin Ontong,15,
1886,André Nel,22,
1887,Claude Henderson,-,
1888,Charl Langeveldt,21,
1889,Graeme Smith,193,
1890,Jon Kent,-,
1891,Robin Peterson,41,
1892,Martin van Jaarsveld,7,
1893,Ashwell Prince,38,
1894,Monde Zondeki,2,
1895,Jacques Rudolph,37,
1896,Morné van Wyk,17,
1897,Albie Morkel,41,
1898,JP Duminy,175,
1899,AB de Villiers,213,
1900,Andrew Puttick,1,
1901,Johan Botha,6,
1902,Garnett Kruger,2,
1903,Dale Steyn,49,
1904,Johan van der Wath,7,
1905,Loots Bosman,11,
1906,Alviro Petersen,19,
1907,Vernon Philander,19,
1908,Thandi Tshabalala,1,
1909,Gulam Bodi,2,
1910,Morné Morkel,45,
1911,Hashim Amla,171,
1912,Paul Harris,0,
1913,Johann Louw,1,
